日期,标题,类型,编号,持有股票,持有股票代码,确定性,跟踪股票,操作备注
2025-07-05,投资周记（319）又满仓了,投资周记,319,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,明确,,"⚡买入云图控股(~26万闲置资金)!满仓5只;小孩小升初备考无暇研究;再升科技错过买点;云图""熬字大法""买入(复合肥龙头/有息负债高但风险可控/新型复合肥占比提升/磷矿项目降本预期);肩周炎困扰;YTD +26.38%"
2025-07-12,投资周记（320）市值新高,投资周记,320,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,明确,,⚡9.89元买入云图控股300股(云图分红再投)!凌玮20cm涨停未动;博隆涨停(业绩预告净利+123%~184%/合同负债是隐患);讨论坎迪尔投资理念;YTD +32.38%
2025-07-19,投资周记（321）净值在新高身体在敲警钟！,投资周记,321,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,推断,,无操作;账户140万+;冈上肌受损+颈椎间盘突出;讨论凌玮图形;YTD +35.63%
2025-07-26,投资周记（322）体系是经受了考验的,投资周记,322,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,明确,太极集团,⚡博隆分红买入云图100股!账户摸150万(5年翻5倍);逐一分析五只持仓;太极集团冯柳买入2000万股/业绩挤水分/回购中;YTD +40.72%
2025-08-02,投资周记（323）未来努力争取再把握住两只战略股,投资周记,323,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,明确,,无操作;小孩考上重庆最好民办初中;讨论战略股vs战术股(赔率计算);持仓五只均多头走势;凌玮涨幅最少;YTD +46.35%
2025-08-10,投资周记（324）带娃去澳大利亚旅行半个月,投资周记,324,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,明确,,无操作;澳大利亚旅行中;讨论凌玮(基本面稳健/产能投放按节奏)和索通(预期10亿+利润/PE十几倍);YTD +49.39%
2025-08-17,投资周记（325）回来迎接半年报的洪峰,投资周记,325,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,推断,,"无操作;仍在澳洲;中小盘股波动大;讨论""弱者选股强者突破"";半年报关键;凌玮回调7%/云图回调4%;YTD +45.53%"
2025-08-24,投资周记（326）回国咯！,投资周记,326,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,推断,,无操作;回國;上证突破3800;索通半年报(量价齐升/散户增至5万户);华康半年报(营收+37%/利润微降/市场涨3.5%);YTD +48.89%
2025-08-31,投资周记（327）当我有了大把的时间,投资周记,327,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,推断,,无操作;小孩新学校寄宿/时间解放;账户167万YTD逼近60%;成交爆量(3万亿)但指数未飙涨;担心调整但满仓扛;YTD +58.47%
2025-09-06,投资周记（328）本周还是有点刺激,投资周记,328,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,推断,,无操作;周中连跌三天周五涨回;索通放心持有;博隆合同负债下降需警惕;凌玮产能投放但营收未上;华康增收不增利;下决心细看云图;YTD +54.96%
2025-09-14,投资周记（329）说说云图,投资周记,329,华康股份|索通发展|凌玮科技|博隆技术|云图控股,605077.XSHG|603612.XSHG|301373.XSHE|603325.XSHG|002539.XSHE,明确,,无操作;深入分析云图(复合肥销售网络稳固/有息负债高但用于矿和应城项目建设/新型复合肥占比提升至35%/PE十几倍);云图浮盈20%;YTD +57.06%
2025-09-20,投资周记（330）本周有一笔交易,投资周记,330,华康股份|索通发展|云图控股|中泰股份,605077.XSHG|603612.XSHG|002539.XSHE|300435.XSHE,明确,,⚡卖出凌玮科技和博隆技术!⚡18.66元买入中泰股份23900股!二换一减少至4只持仓;博隆合同负债减少/凌玮业绩释放慢;中泰(深冷设备/海外高毛利订单爆发/确定性更强);YTD +54.50%
2025-09-27,投资周记（331）大盘暴动一周年,投资周记,331,华康股份|索通发展|云图控股|中泰股份,605077.XSHG|603612.XSHG|002539.XSHE|300435.XSHE,明确,溯联股份|美利信,⚡10.09元买入云图控股300股(索通分红)!924行情一周年回顾;示范账户160万+;反思精力分配/市场风向/时代脉络;中泰/华康/云图/索通均正常;YTD +54.64%
2025-10-10,投资周记（332）中美关系又出波折,投资周记,332,华康股份|索通发展|云图控股|中泰股份,605077.XSHG|603612.XSHG|002539.XSHE|300435.XSHE,明确,,⚡10.35元买入云图控股400股(华康分红)!特朗普威胁加关税100%/中国管制稀土出口;分析四只持仓受贸易战影响均有限;市值逼近170万新高;YTD +60.73%
2025-10-18,投资周记（333）市场来一次调整更好,投资周记,333,华康股份|索通发展|云图控股|中泰股份,605077.XSHG|603612.XSHG|002539.XSHE|300435.XSHE,推断,,无操作;市场调整(创业板已跌400点);索通和中泰明盘稳得住;华康和云图业绩短期不明确;讨论投资入门(先道后术);YTD +51.25%
2025-10-24,投资周记（334）迎接未来的十年,投资周记,334,华康股份|索通发展|云图控股|中泰股份,605077.XSHG|603612.XSHG|002539.XSHE|300435.XSHE,推断,,无操作;父亲心脏病住院;四中全会十五五规划/2035年人均GDP中等发达国家;目标示范账户3000万;YTD +51.22%
2025-11-02,投资周记（335）持仓四个标的三季报记录,投资周记,335,华康股份|索通发展|云图控股|中泰股份,605077.XSHG|603612.XSHG|002539.XSHE|300435.XSHE,明确,,无操作;索通三季报(毛利率下滑至9.82%/石油焦价格滞后传导/Q4回暖);云图(在建工程大增/有息负债增20亿/逻辑推进中);中泰(扣非+206%/海外贡献/合同负债降);华康(增收不增利/Q3扣非-40%/毛利率仅12%需警惕);YTD +51.79%
2025-11-08,投资周记（336）本周又是一场虚惊！,投资周记,336,华康股份|索通发展|云图控股|中泰股份,605077.XSHG|603612.XSHG|002539.XSHE|300435.XSHE,推断,,无操作;周初大跌周末回;索通(阳极月涨200元/石油焦涨15.9%/Q4单吨净利回400+);云图(储能产业链爆发/磷酸铁+工铵涨价);中泰(整固中);华康(15-20元宽幅震荡);YTD +55.19%
2025-11-15,投资周记（337）四千点的纠结,投资周记,337,华康股份|索通发展|云图控股|中泰股份,605077.XSHG|603612.XSHG|002539.XSHE|300435.XSHE,推断,,无操作;大盘突破4000点后回落;示范账户175万新高后回撤;索通(周四大涨周五暴跌/博弈激烈/成本10元安心持有);满仓积极做多;YTD +61.3%
2025-11-23,投资周记（338）大幅回撤,投资周记,338,索通发展|云图控股|中泰股份,603612.XSHG|002539.XSHE|300435.XSHE,明确,,⚡卖出华康股份全部(赚4万+/持有一年多)!原因:利润短期出不来(最早明年Q2)/50亿市值偏贵/大概率15-20元震荡;索通周跌近20%(持仓成本10元不慌);寻找新标的替代;YTD +42.63%
2025-11-30,投资周记（339）又满仓了,投资周记,339,索通发展|云图控股|中泰股份|利安隆,603612.XSHG|002539.XSHE|300435.XSHE|300596.XSHE,明确,,⚡37.90元买入利安隆10100股(华康卖出款)!满仓4只;利安隆分析(抗老剂+润滑油添加剂/传统业务触底/润滑油添加剂放量中/PE16-17倍/马来西亚3亿美元扩产/骑驴找马);YTD +47.85%
2025-12-06,投资周记（340）几个标的跟踪情况,投资周记,340,索通发展|云图控股|中泰股份|利安隆,603612.XSHG|002539.XSHE|300435.XSHE|300596.XSHE,明确,,⚡10.96元买入云图200股(闲置资金)!利安隆(注册20亿中票/国金推荐/涨价函涨10%/收购子公司少数股权);中泰(沙特阿美首笔交货/中东业务打开);云图(锂电材料大周期拐点/磷矿石景气);索通(与华阳合资山西项目/12月阳极均价涨306元);YTD +51.61%
2025-12-13,投资周记（341）有两点感触,投资周记,341,索通发展|云图控股|中泰股份|利安隆,603612.XSHG|002539.XSHE|300435.XSHE|300596.XSHE,推断,太极集团|溯联股份|美利信,"无操作;感触1:人要""笨""一点守拙(领导拿再升科技四五年大赚);感触2:回避周期往下的公司(太极案例);中泰蹭概念大涨;YTD +52.64%"
2025-12-21,投资周记（342）感觉良好,投资周记,342,索通发展|云图控股|中泰股份|利安隆,603612.XSHG|002539.XSHE|300435.XSHE|300596.XSHE,推断,溯联股份|美利信,无操作;直播研究美利信和溯联(8小时);溯联好于美利信(美利信负债高/主营亏损);投资像挖宝游戏;持仓波澜不惊;YTD +57.79%
2025-12-27,投资周记（343）散户不相信价值投资的原因,投资周记,343,索通发展|云图控股|中泰股份|利安隆,603612.XSHG|002539.XSHE|300435.XSHE|300596.XSHE,推断,,无操作;讨论散户为何不信价值投资(高位买好公司);结构性牛市适合体系打法;持仓小阴小阳波动往上;YTD +61.57%
2025-12-31,投资周记（344）年度总结,投资周记,344,索通发展|云图控股|中泰股份|利安隆,603612.XSHG|002539.XSHE|300435.XSHE|300596.XSHE,明确,,年度总结:全年美股波澜不惊/前8个月靠体系/后4月渐入节奏;最终YTD +58.05%总收益456.3%;已结算18标的16胜2亏;持仓:索通发展|云图控股|中泰股份|利安隆满仓;2026目标年跑量1200km/半马突破1h45m
