日期,标题,类型,编号,持有股票,持有股票代码,确定性,跟踪股票,操作备注
2021-01-03,投资周记（96）2020年投资总结和反思,投资周记,96,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,2020年最终收益率88.14%；反思：对市场先生理解不足+频率因子待进化；2021不做收益预期要求
2021-01-09,投资周记（97）当初还是该买长安,投资周记,97,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,反思秦安vs长安的选择(秦安小公司不被机构关注vs长安一举一动机构立即发现)；鲁西顶住净值；持仓未动
2021-01-16,投资周记（98）万一太极看错了怎么办,投资周记,98,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,再升调研(产能扩张/冷链爆量/大飞机供货)；太极分析(赔率极大+安全边际)；涪陵电力定增快落地
2021-01-23,投资周记（99）再来看鲁西,投资周记,99,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,鲁西2020业绩预告(扣非Q4低于预期但分歧大)；标准困境反转模型(财务问题中化解决+产品涨价)；2021 YTD跑输指数
2021-01-30,投资周记（100）几个股出业绩预告了,投资周记,100,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,第100篇周记!再升调低Q4业绩(保2021增长)；太极财报大幅洗澡；秦安Q4反转赚5000-6000万；2021年1月负增长
2021-02-07,投资周记（101）从风生水起学到的东西,投资周记,101,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,博腾股份|百亚股份|新大正|有友食品|川仪股份|华夏航空,风生水起学习(小市值成长股打法)；重庆本地跟踪标的梳理7只；YTD -6.09%
2021-02-17,投资周记（102）明天牛年开市,投资周记,102,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,春节看书6本；防范美股崩盘风险；持仓没动；YTD +4.45%
2021-02-19,投资周记（103）牛年牛牛牛,投资周记,103,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,示范新高站上60万!太极集团大量基本面信息跟踪(国药入主/员工持股/虫草项目)；YTD +9.41%
2021-02-27,投资周记（104）向风生水起学习,投资周记,104,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,风生水起美股案例学习(2.5年震荡后才主升浪)；太极国资委批了；鲁西猛涨；YTD +7.83%
2021-03-06,投资周记（105）人声沸腾的时候不是好时候,投资周记,105,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,赛道股反转暴跌；鲁西2月涨46%后回调13%；再升再等一年；YTD +2.76%
2021-03-13,投资周记（106）做强者难啊,投资周记,106,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,新希望案例(强者也难100%看准)；冯柳从不追高；回撤较大；YTD -3.65%
2021-03-20,投资周记（107）常宝股份基本面的漏洞,投资周记,107,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,常宝股份,常宝股份困境反转分析(民企疑点:货币资金+医院并购+管理层)；再升拖累最大(-20%)；YTD -2.99%
2021-03-27,投资周记（108）鲁西化工2020年年报印象,投资周记,108,再升科技|秦安股份|太极集团|涪陵电力|鲁西化工,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|000830.XSHE,明确,,鲁西年报:短期支点+中期逻辑+长期想象空间;极度缺钱但中化解决;9.43元卖出秦安3200股→13.29买入太极2300股;YTD -3.63%
