日期,标题,类型,编号,持有股票,持有股票代码,确定性,跟踪股票,操作备注
2022-01-07,投资周记（146）太极和再升的不同,投资周记,146,再升科技|秦安股份|太极集团|涪陵电力|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|002478.XSHE,明确,,太极vs再升商业模式对比(太极=弱者思维简单/再升=强者思维复杂);太极起势后波动加剧;首次站上70万;YTD +1.57%
2022-01-14,投资周记（147）和成都优秀投资人聚了下,投资周记,147,再升科技|秦安股份|太极集团|涪陵电力|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|002478.XSHE,明确,,见陶博士(术层面百花齐放);秦安2021业绩预告(扣非增/期货亏);秦安看不到15元以上;YTD -1.54%
2022-01-21,投资周记（148）今年开年又不好玩,投资周记,148,再升科技|秦安股份|太极集团|涪陵电力|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|002478.XSHE,明确,川环科技|硅宝科技|安图生物|花园生物,开年连续三年不好玩;列举4只符合模型的个股(川环/硅宝/安图/花园);YTD -5.5%
2022-01-31,投资周记（149）祝大家新年快乐,投资周记,149,再升科技|秦安股份|太极集团|涪陵电力|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|002478.XSHE,明确,,春节深度反思:再升铲子商业模式缺陷(蓝思科技案例);太极=战略级机会(对标同仁堂300亿;60亿→300亿=5倍);太极年报洗澡真相;YTD -13.81%
2022-02-11,投资周记（150）相信价值相信市场,投资周记,150,再升科技|秦安股份|太极集团|涪陵电力|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|002478.XSHE,明确,,减仓再升→加仓太极;冯柳三段论(简单/复杂/可逆);再升中短期=黑匣子;YTD -14.85%
2022-02-18,投资周记（151）神兽归位很多事等着我做,投资周记,151,再升科技|秦安股份|太极集团|涪陵电力|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|002478.XSHE,明确,,常宝vs秦安对比(常宝赔率概率略优);天道启示(只能自悟);YTD -12.1%
2022-02-25,投资周记（152）俄乌开战我自岿然不动,投资周记,152,再升科技|秦安股份|太极集团|涪陵电力|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|002478.XSHE,明确,,俄乌战争不影响持仓;太极员工持股已售出(赚六七十点)预计推限制性股票激励;再升新低;YTD -10.73%
2022-03-05,投资周记（153）投资只能自悟,投资周记,153,再升科技|秦安股份|太极集团|涪陵电力|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|002478.XSHE,明确,,天道+天幕红尘启示(实事求是/靠自己);再升又创新低;秦安期权激励(混动不放量估值不起);YTD -10.05%
2022-03-11,投资周记（154）再升科技年报感受,投资周记,154,再升科技|秦安股份|太极集团|涪陵电力|常宝股份,603601.XSHG|603758.XSHG|600129.XSHG|600452.XSHG|002478.XSHE,明确,,再升年报:基本面到底!(剔除口罩后正增长);2021年新搞10个项目;Q4没有调剂报表;YTD -13.99%
2022-03-18,投资周记（155）常宝股份年报感受,投资周记,155,再升科技|川环科技|太极集团|涪陵电力|常宝股份,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|002478.XSHE,明确,,⚡7.44元割肉秦安→12.31元买入川环科技!+4.05买常宝200股;常宝年报分析(钢管产能100万吨/估值低);YTD -10.54%
2022-03-25,投资周记（156）今年1季度看来要负收益啦,投资周记,156,再升科技|川环科技|太极集团|涪陵电力|常宝股份,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|002478.XSHE,明确,,秦安换川环原因(川环新能源放量变化更近/资金参与更多);再升-27.96%最惨;常宝+4.39%最坚挺;YTD -12.66%
2022-04-01,投资周记（157）太极集团是不是战略性机会,投资周记,157,再升科技|川环科技|太极集团|涪陵电力|常宝股份,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|002478.XSHE,明确,,太极年报深度分析(扣非-6.97亿但真实~3亿!预提销售费用3.5亿+2亿减值+1.4亿员工受益);太极可能是战略级机会;YTD -9.67%
2022-04-08,投资周记（158）再谈鲁西化工和秦安股份,投资周记,158,再升科技|川环科技|太极集团|涪陵电力|常宝股份,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|002478.XSHE,明确,,鲁西=战略10倍(但周期大难拿住);秦安向下有底向上有战术空间(混动放量是下次触发);太极盘中跌停分歧大;YTD -13.57%
2022-04-15,投资周记（159）涪陵电力年报有感及对长线的思考,投资周记,159,再升科技|川环科技|太极集团|涪陵电力|常宝股份,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|002478.XSHE,明确,,涪陵电力年报(净利润+34%/但4个月跌50%);长线99.9%人不适合!涪陵电力仅1000股长线测试;YTD -16.85%
2022-04-22,投资周记（160）回撤巨大去年收益跌没了还多,投资周记,160,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,⚡4.55元卖出常宝→16.42元买入硅宝科技!回撤-23.68%(单月-15%);反思再升/太极未走原因;YTD -23.68%
2022-05-04,投资周记（161）心无波澜,投资周记,161,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,再升最烂一季报(基本面最底部);硅宝16元买入后跌到13以下(极端情绪);投资四个象限(公司/市场/自己/宏观);YTD -25.71%(最低点)
2022-05-07,投资周记（162）参加太极股东大会,投资周记,162,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,太极股东会:管理已理顺/藿香目标15亿(1Q已4亿)/销售费用3Q起同比低于营收;预测今年扣非4亿明年8亿;YTD -23.21%
2022-05-13,投资周记（163）我应该可以坚持写下去,投资周记,163,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,庆幸没发基金(压力大操作失准);硅宝分析(产能3年翻倍/宁德时代绑定/63亿市值买入);五一后大回血;YTD -17.75%
2022-05-22,投资周记（164）铲子公司的一个特征,投资周记,164,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,铲子公司vs消费品公司(周期更短/股价一阵一阵);藿香投1亿分众广告;太极300-500亿/硅宝1倍望3倍/川环干一票/再升回前高;YTD -17.21%
2022-05-27,投资周记（165）感觉下半年行情应该会好起来,投资周记,165,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,下半年乐观(经济刺激政策/常态化核酸/专项债3.45万亿);再升苏州受影响+棉推迟点火;硅宝川环上游降价利好;YTD -16.74%
2022-06-02,投资周记（166）还记得一个月前否,投资周记,166,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,4月恐慌反思(要反着做/风生水起案例);川环+12%送钱(买低+简单+变化=赚钱);再升特斯拉+大飞机预期;YTD -9.48%
2022-06-10,投资周记（167）常宝啊常宝,投资周记,167,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,常宝被游资爆炒(拍大腿!4月底卖了);常宝换硅宝的抉择复盘;投资充满遗憾接受不完美;再升仍-30.94%最拖累;YTD -4.43%
2022-06-18,投资周记（168）似乎忘记了一个多月前,投资周记,168,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,持仓市值过70万逼近历史高点!但斌踏空案例;川环分红买再升400股@6.15;YTD +1.07%(浮出水面)
2022-06-24,投资周记（169）秦安又来,投资周记,169,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,秦安3连板(其他账户遗忘3万股惊喜)!游资临幸可遇不可求;秦安给理想供货被炒作;太极机构推动进二退一;YTD +1.22%
2022-07-03,投资周记（170）半年小思,投资周记,170,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,半年总结:看完86家企业(战术机会随处可在);战术股抓几十点到一倍/战略股抓3-10倍;4.60买常宝100股;YTD -0.76%(深V基本收复)
