日期,标题,类型,编号,持有股票,持有股票代码,确定性,跟踪股票,操作备注
2024-07-07,投资周记（270）一定要有信心,投资周记,270,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,外出旅行13天刚回国;无操作;延续H1末6只持仓;讨论宏观通缩与结构性机会;YTD -18.62%
2024-07-13,投资周记（271）战术股不用深研,投资周记,271,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,⚡14.13元减仓花园生物5300股(仍持10000股)!战术股不需深研只需跟踪关键点;花园VD3涨价横盘中;YTD -19.68%
2024-07-21,投资周记（272）目前的市场和十年前的市场,投资周记,272,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,无操作;讨论10年前后市场生态变化(成长股→红利抱团);除花园外持仓均小幅阴跌;花园上涨;YTD -20.59%
2024-07-28,投资周记（273）投资还是要坚守长期主义,投资周记,273,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,⚡小额加仓:7.42元买入阳谷华泰2400股+6.16元买入双箭股份2800股+13.55元买入华康股份1400股+11.06元买入索通发展1800股!持仓均下跌;YTD -23.31%
2024-08-04,投资周记（274）任何事情的成功都需要刻意训练,投资周记,274,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,无操作;讨论刻意训练理念;近期带娃参加排球比赛;YTD暂缺
2024-08-10,投资周记（275）股价东南飞,投资周记,275,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,无操作;分析阳谷华泰半年报(业绩负增长)和花园生物盘口异常波动;YTD暂缺
2024-08-17,投资周记（276）目前的态势和2012年底有点类似,投资周记,276,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,嘉益股份,无操作;类比2012年底磨底阶段;提及嘉益股份为理想标的范例;YTD暂缺
2024-08-25,投资周记（277）几家公司的半年报的感受,投资周记,277,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,明确,,无操作;逐一分析硅宝(利润降23%)/花园(D3涨价未体现)/华康(利润降25%)半年报;YTD暂缺
2024-08-30,投资周记（278）杂事很多但心情平静,投资周记,278,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,无操作;分析双箭股份半年报(营收增6.23%);父亲生病住院陪护;YTD暂缺
2024-09-08,投资周记（279）长达80天的暑假,投资周记,279,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,无操作;暑假带娃结束;持仓均在底部区域(PE10几倍/PB1倍多);YTD暂缺
2024-09-13,投资周记（280）大盘加速赶底！,投资周记,280,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,无操作;茅台腰斩银行回调;强势股补跌指数加速赶底;持仓市值再次跌至70万附近;YTD约-30%
2024-09-30,投资周记（281）没想到大盘以这种方式实现了反转！,投资周记,281,硅宝科技|阳谷华泰|双箭股份|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|002381.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,9/24政策重大转向!大盘几天暴涨1000点;9月22日缺一期(参加汶川53km越野赛);未操作;YTD -12.33%
2024-10-13,投资周记（282）暴涨暴跌本周有一笔操作,投资周记,282,硅宝科技|阳谷华泰|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,双箭股份,⚡7.50元清仓双箭股份全部!原因:集中持仓至3-4只;双箭原材料涨价不好把握;卖出的钱暂未加仓;YTD -17.74%
2024-10-20,投资周记（283）判断不了波动干脆选择满仓,投资周记,283,硅宝科技|阳谷华泰|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,推断,,⚡加仓:13.95元买入华康股份4000股+12.03元买入索通发展4800股+14.15元买入硅宝科技4000股!用卖双箭的17万均分加仓三只;花园三季报中规中矩(四季度业绩不确定);YTD暂缺
2024-10-27,投资周记（284）两个股停牌了,投资周记,284,硅宝科技|阳谷华泰|华康股份|索通发展|花园生物,300019.XSHE|300121.XSHE|605077.XSHG|603612.XSHG|300401.XSHE,明确,,阳谷华泰停牌(并购波米科技-光刻胶)!华康股份停牌(并购豫鑫糖醇)!纯属运气;五个标的计划逐个结算;YTD暂缺
