日期,标题,类型,编号,持有股票,持有股票代码,确定性,跟踪股票,操作备注
2022-07-09,投资周记（171）太极在按照预想的逻辑慢慢演绎,投资周记,171,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,太极半年报预告:扣非+102%!营收+毛利+几费全面向好;硅宝/川环买点非完美但确定性够;持仓市值新高;YTD +6.24%
2022-07-15,投资周记（172）去了趟再升科技,投资周记,172,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,再升实地调研:2Q受上海疫情/可转债推进中/新周期孕育中;再升反思(战术股当战略股/偏复杂);涪陵电力半年报预告+50-67%;YTD +5.5%
2022-07-22,投资周记（173）按照川环的模型找战术股,投资周记,173,再升科技|川环科技|太极集团|涪陵电力|硅宝科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE,明确,,⚡19.85元卖出川环一半4200股(获利六七十点)!总结川环战术股模型(简单公司+未发现价值+大变化);抓基本面右侧思路;YTD +6.93%
2022-07-30,投资周记（174）入手新的战术股,投资周记,174,再升科技|川环科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,⚡15.71元买入国林科技5200股(新战术股)!国林=臭氧设备+乙醛酸新项目+半导体清洗;再升不再跌了/基本面底到了;YTD +14.04%
2022-08-05,投资周记（175）风险控制风险控制,投资周记,175,再升科技|川环科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,⚡5.07卖常宝100股→16.50加仓国林;示范账户突破80万(总收益170%!)！10个股全胜记录;风险控制排第一;YTD +17%
2022-08-12,投资周记（176）推动股价前行的因子,投资周记,176,再升科技|川环科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,希瓦基金清盘案例反思(研究员思维陷阱);决定股价四大因子(基本面/板块效应/估值位置/大盘);YTD +17.68%
2022-08-20,投资周记（177）被疫情封在老家了,投资周记,177,再升科技|川环科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,硅宝半年报分析(营收+30%/毛利率走低/应收账款+商誉疑虑);硅宝=长期成长股但阶段操作;YTD +12.43%
2022-08-27,投资周记（178）太极继续扶稳坐好,投资周记,178,再升科技|川环科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,太极半年报(扣非~2亿符合预期)!毛利率+几费全面改善;销售费用Q3起将低于营收;太极隐忧(负债率太高/需定增);YTD +10.13%
2022-09-04,投资周记（179）我解放了,投资周记,179,再升科技|川环科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|300547.XSHE|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,再升半年报分析(营收转正/利润-26%/Q3有望逆转);再升可转债9月底申购;YTD +8.04%
2022-09-10,投资周记（180）祝大家中秋愉快,投资周记,180,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,⚡川环科技全部卖出(整体+50%+)!⚡18.15元接回硅宝(比之前成本低1元+股数多400)!太极虫草新预期;硅宝+太极可持但不宜新进;YTD +6.57%
2022-09-17,投资周记（181）不能踩任何一个大坑,投资周记,181,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,全线大跌!再升今年-35%(最拖累);⚡15.35元加仓国林科技3900股;不能踩任何大坑(赚亏交替永远无法复利);YTD -0.23%
2022-09-23,投资周记（182）有点四月底的样子绝不能慌,投资周记,182,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,恐慌再袭!由盈转亏;三股资金理论;高人指点(找2年未演绎+窄幅波动+琢磨变化的股);YTD -5.32%
2022-10-06,投资周记（183）惨烈的前三季度,投资周记,183,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,Q3总结:再升-39.59%最惨/太极+7.48%撑着;体系打法适应市场;未来不可控=国运;42岁生日感悟;YTD -4.75%
2022-10-15,投资周记（184）不看短期要看中长期,投资周记,184,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,短线无法预测/中长期99%涨;再升可转债发行;再升业绩Q3单季逆转+股价底部5个月;由亏转盈;YTD +3.69%
2022-10-21,投资周记（185）太极新高谈战术股和战略股,投资周记,185,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,太极周线三连阳+14.51%!战略股从战术股跟出来(特征是持续释放利润预期);太极释放8-10亿利润=300亿市值=5倍;YTD +10.33%
2022-10-29,投资周记（186）强者视角难难难,投资周记,186,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,⚡120元卖再升转债→分别买硅宝+国林;彻底放弃强者思维(散户无能力);再升三季报(营收+3%净利不达预期);太极三季报(扣非+35%/销售费用拐点已到);YTD +9.93%
2022-11-06,投资周记（187）无厘头的暴涨和暴跌,投资周记,187,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,硅宝三季报(营收+20%增收不增利/销售费用大增);国林三季报(数据极烂但股价不跌/乙醛酸项目投产/财务极安全);YTD +16.16%
2022-11-12,投资周记（188）继续聆听大师的智慧,投资周记,188,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,国林周涨20%(不知原因)!投资如钓鱼(确保有鱼+方法对+等待);YTD +22.01%
2022-11-19,投资周记（189）战略藐视战术重视,投资周记,189,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,疫情封锁+太极分析(机构推动非游资);常宝vs建设机械(常宝简单+净资含金量高+无有息负债);YTD +26.30%(最高点)
2022-11-27,投资周记（190）淡定淡定,投资周记,190,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,外公故事启示(做好自己份内事/坚持学习);太极在调整/整固筹码;YTD +20.43%
2022-12-04,投资周记（191）回主城区了,投资周记,191,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,疫情放开!重心回投资/战术股频率打起来;太极调整(战术可走/战略坚守);YTD +17.11%
2022-12-10,投资周记（192）应对疫情冲击,投资周记,192,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,作者感染新冠!2023年行情期待(重心转经济+货币宽松);再升异动(底部8个月+基本面往上);YTD +17.69%
2022-12-17,投资周记（193）战术股的频率打起来,投资周记,193,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,转阴!战略股=迅速释放利润预期(太极若明年5亿=5年10倍);战术股=释放一次就没有后劲(秦安/常宝);太极回撤15-20%;YTD +12.89%
2022-12-23,投资周记（194）为什么说常宝和秦安是战术股,投资周记,194,再升科技|太极集团|涪陵电力|硅宝科技|国林科技,603601.XSHG|600129.XSHG|600452.XSHG|300019.XSHE|300786.XSHE,明确,,无抵抗阴跌;常宝+秦安战术股复盘(做空力量衰竭+低位信其有/业绩拐点预期);战术股无持续增长因子=一锤子;YTD +4.55%
